CardId,CustomerId,HasCrCard,Card_Type,Point_Earned
7911,15615177,1,GOLD,615
7912,15809906,1,SILVER,407
7913,15652169,0,GOLD,460
7914,15649450,1,DIAMOND,545
7915,15777179,0,PLATINUM,900
7916,15803538,1,DIAMOND,231
7917,15610936,1,DIAMOND,933
7918,15590094,0,DIAMOND,571
7919,15572706,1,DIAMOND,359
7920,15634564,1,GOLD,710
7921,15684296,0,SILVER,536
7922,15702293,1,SILVER,221
7923,15642099,1,GOLD,702
7924,15773273,1,DIAMOND,308
7925,15613337,1,SILVER,418
7926,15800482,1,SILVER,554
7927,15732644,1,DIAMOND,916
7928,15713426,1,GOLD,782
7929,15640789,1,GOLD,572
7930,15598892,0,SILVER,534
7931,15606436,0,DIAMOND,870
7932,15751227,0,PLATINUM,468
7933,15812365,1,DIAMOND,833
7934,15616088,0,GOLD,714
7935,15803886,1,PLATINUM,342
7936,15587311,0,DIAMOND,475
7937,15617401,1,PLATINUM,241
7938,15775886,1,PLATINUM,534
7939,15807305,0,PLATINUM,417
7940,15761717,1,PLATINUM,476
7941,15628008,0,GOLD,494
7942,15583755,1,PLATINUM,376
7943,15661409,1,GOLD,600
7944,15774250,1,GOLD,564
7945,15681476,0,SILVER,721
7946,15654870,1,DIAMOND,292
7947,15790448,1,PLATINUM,959
7948,15785326,1,GOLD,616
7949,15592854,0,PLATINUM,645
7950,15617486,0,PLATINUM,284
7951,15806796,1,DIAMOND,465
7952,15644699,1,PLATINUM,980
7953,15622305,1,GOLD,459
7954,15608209,1,PLATINUM,776
7955,15626898,0,GOLD,682
7956,15644297,1,DIAMOND,305
7957,15731569,1,SILVER,237
7958,15582149,1,SILVER,468
7959,15802483,1,SILVER,946
7960,15686999,1,PLATINUM,349
7961,15772479,0,DIAMOND,333
7962,15778884,1,DIAMOND,733
7963,15623630,0,GOLD,964
7964,15774316,1,GOLD,970
7965,15695097,0,PLATINUM,747
7966,15645404,1,DIAMOND,513
7967,15750574,1,DIAMOND,839
7968,15636812,0,DIAMOND,301
7969,15712068,0,DIAMOND,551
7970,15652030,1,DIAMOND,675
7971,15577398,1,GOLD,755
7972,15756848,0,SILVER,660
7973,15806929,1,PLATINUM,301
7974,15656005,1,DIAMOND,326
7975,15722632,1,PLATINUM,496
7976,15794356,1,SILVER,433
7977,15659656,0,PLATINUM,599
7978,15588341,0,DIAMOND,554
7979,15709142,1,GOLD,379
7980,15627042,1,SILVER,591
7981,15627517,0,GOLD,423
7982,15803032,0,SILVER,600
7983,15665129,0,SILVER,898
7984,15628272,1,DIAMOND,244
7985,15678206,1,SILVER,343
7986,15678427,1,PLATINUM,459
7987,15678067,0,SILVER,814
7988,15793331,1,SILVER,240
7989,15699532,0,PLATINUM,286
7990,15605827,0,SILVER,287
7991,15643635,0,SILVER,977
7992,15787710,1,DIAMOND,489
7993,15614137,1,PLATINUM,858
7994,15754494,1,GOLD,385
7995,15713440,1,SILVER,623
7996,15803479,0,DIAMOND,652
7997,15709639,1,DIAMOND,250
7998,15601719,1,DIAMOND,865
7999,15772482,1,PLATINUM,536
8000,15591489,0,DIAMOND,334
8001,15629002,1,GOLD,751
8002,15798053,1,PLATINUM,947
8003,15753895,0,GOLD,930
8004,15595426,1,DIAMOND,281
8005,15645815,1,DIAMOND,537
8006,15632848,1,PLATINUM,541
8007,15703068,1,SILVER,992
8008,15791513,1,DIAMOND,918
8009,15587210,1,GOLD,645
8010,15793803,0,GOLD,788
8011,15787756,1,SILVER,681
8012,15723437,1,PLATINUM,939
8013,15702715,1,GOLD,740
8014,15809872,1,GOLD,902
8015,15644295,1,SILVER,403
8016,15778694,1,SILVER,711
8017,15759555,1,SILVER,991
8018,15631406,1,PLATINUM,894
8019,15616676,1,PLATINUM,390
8020,15771154,1,PLATINUM,959
8021,15669491,1,GOLD,482
8022,15697691,1,PLATINUM,920
8023,15665180,1,PLATINUM,861
8024,15752588,1,PLATINUM,507
8025,15743051,1,DIAMOND,412
8026,15571873,1,GOLD,873
8027,15679743,0,DIAMOND,480
8028,15769412,0,DIAMOND,800
8029,15775124,1,DIAMOND,560
8030,15732113,0,GOLD,678
8031,15578141,1,PLATINUM,983
8032,15595874,1,GOLD,990
8033,15755642,1,PLATINUM,927
8034,15576526,0,SILVER,234
8035,15792489,1,SILVER,884
8036,15733705,0,SILVER,569
8037,15807221,0,DIAMOND,599
8038,15573045,1,GOLD,666
8039,15756824,1,PLATINUM,574
8040,15773520,1,GOLD,274
8041,15627439,0,GOLD,230
8042,15701439,1,PLATINUM,341
8043,15785352,0,PLATINUM,632
8044,15616525,0,SILVER,637
8045,15717489,1,SILVER,955
8046,15795737,1,GOLD,862
8047,15693877,0,GOLD,601
8048,15576111,1,PLATINUM,659
8049,15595713,1,GOLD,855
8050,15808868,0,SILVER,897
8051,15708193,0,GOLD,993
8052,15697801,1,PLATINUM,969
8053,15770121,1,DIAMOND,333
8054,15800524,1,SILVER,713
8055,15686236,1,DIAMOND,310
8056,15659807,1,GOLD,988
8057,15736078,1,GOLD,910
8058,15620836,1,PLATINUM,555
8059,15698184,0,GOLD,959
8060,15717643,1,SILVER,439
8061,15776596,1,GOLD,408
8062,15814757,0,SILVER,295
8063,15812607,1,DIAMOND,825
8064,15663888,1,GOLD,872
8065,15748882,1,DIAMOND,323
8066,15690829,1,GOLD,404
8067,15695819,1,SILVER,640
8068,15696834,0,GOLD,696
8069,15797710,0,SILVER,337
8070,15700654,1,DIAMOND,635
8071,15583764,0,GOLD,608
8072,15688849,1,PLATINUM,559
8073,15661473,1,DIAMOND,744
8074,15601030,1,SILVER,971
8075,15789557,1,SILVER,675
8076,15745250,0,PLATINUM,451
8077,15590349,0,SILVER,748
8078,15741693,1,SILVER,910
8079,15618446,1,PLATINUM,905
8080,15766552,0,DIAMOND,604
8081,15668775,1,SILVER,303
8082,15757895,0,GOLD,644
8083,15774551,1,SILVER,776
8084,15684011,0,PLATINUM,233
8085,15736146,1,PLATINUM,988
8086,15656286,0,DIAMOND,755
8087,15774847,0,SILVER,602
8088,15619340,1,DIAMOND,476
8089,15815656,1,GOLD,635
8090,15623357,0,DIAMOND,466
8091,15601324,1,DIAMOND,553
8092,15715510,1,DIAMOND,631
8093,15663770,1,DIAMOND,670
8094,15779267,1,GOLD,343
8095,15597957,0,SILVER,778
8096,15584620,1,PLATINUM,728
8097,15750772,0,SILVER,593
8098,15706557,1,SILVER,959
8099,15594391,0,PLATINUM,561
8100,15661656,1,GOLD,913
8101,15631217,0,SILVER,375
8102,15588955,1,DIAMOND,276
8103,15758252,0,GOLD,998
8104,15740223,1,DIAMOND,451
8105,15805413,1,DIAMOND,533
8106,15635116,1,GOLD,365
8107,15764892,1,PLATINUM,690
8108,15795936,1,SILVER,308
8109,15655232,1,DIAMOND,628
8110,15640133,1,SILVER,996
8111,15751524,1,GOLD,772
8112,15670552,1,SILVER,558
8113,15623966,0,SILVER,579
8114,15752193,1,GOLD,417
8115,15607269,1,GOLD,543
8116,15700752,1,SILVER,277
8117,15777901,1,DIAMOND,523
8118,15639117,1,PLATINUM,468
8119,15720203,1,SILVER,987
8120,15586236,1,DIAMOND,246
8121,15676645,1,SILVER,386
8122,15715988,1,DIAMOND,347
8123,15603749,1,PLATINUM,286
8124,15608956,0,SILVER,824
8125,15733872,0,PLATINUM,414
8126,15666982,1,DIAMOND,564
8127,15602647,1,SILVER,902
8128,15623063,1,GOLD,689
8129,15682928,1,PLATINUM,494
8130,15729246,1,SILVER,791
8131,15588928,1,GOLD,308
8132,15803352,1,PLATINUM,633
8133,15607485,0,DIAMOND,983
8134,15656249,1,GOLD,410
8135,15761783,1,DIAMOND,545
8136,15716605,1,DIAMOND,621
8137,15757425,1,DIAMOND,266
8138,15603096,0,DIAMOND,816
8139,15588580,1,SILVER,990
8140,15770539,1,SILVER,921
8141,15572022,0,DIAMOND,373
8142,15571843,1,DIAMOND,937
8143,15752502,0,SILVER,448
8144,15609058,0,SILVER,597
8145,15775108,0,DIAMOND,922
8146,15708904,0,DIAMOND,814
8147,15600086,1,DIAMOND,652
8148,15814675,1,GOLD,280
8149,15572777,1,DIAMOND,348
8150,15585106,1,PLATINUM,914
8151,15738936,0,GOLD,588
8152,15750970,1,GOLD,481
8153,15725772,1,PLATINUM,576
8154,15692106,1,SILVER,405
8155,15791533,1,PLATINUM,592
8156,15715715,1,DIAMOND,780
8157,15785576,1,SILVER,690
8158,15798834,0,PLATINUM,677
8159,15744127,1,SILVER,512
8160,15637427,1,PLATINUM,539
8161,15576990,1,SILVER,938
8162,15615352,0,DIAMOND,842
8163,15647333,1,SILVER,609
8164,15572050,1,PLATINUM,813
8165,15581370,1,DIAMOND,568
8166,15813503,1,DIAMOND,577
8167,15769783,1,GOLD,842
8168,15793135,1,DIAMOND,306
8169,15599182,1,GOLD,955
8170,15689517,1,GOLD,686
8171,15641366,0,PLATINUM,914
8172,15588859,1,PLATINUM,326
8173,15732293,1,PLATINUM,451
8174,15568032,1,PLATINUM,892
8175,15623525,1,DIAMOND,572
8176,15606601,1,SILVER,964
8177,15800811,0,SILVER,489
8178,15610711,0,GOLD,751
8179,15809654,1,SILVER,278
8180,15576077,0,DIAMOND,513
8181,15643378,1,SILVER,367
8182,15566790,0,SILVER,573
8183,15774402,0,DIAMOND,615
8184,15694641,1,PLATINUM,740
8185,15605916,1,PLATINUM,818
8186,15812356,0,PLATINUM,984
8187,15644179,1,GOLD,612
8188,15771674,1,GOLD,293
8189,15623314,1,PLATINUM,797
8190,15613292,1,PLATINUM,827
8191,15813871,1,PLATINUM,289
8192,15759480,1,PLATINUM,898
8193,15587712,1,SILVER,688
8194,15671165,1,DIAMOND,404
8195,15620746,1,GOLD,572
8196,15706537,0,SILVER,583
8197,15589312,0,PLATINUM,572
8198,15741180,1,PLATINUM,746
8199,15733888,1,DIAMOND,668
8200,15798532,0,PLATINUM,578
8201,15577359,1,GOLD,273
8202,15614936,0,SILVER,843
8203,15747647,1,GOLD,908
8204,15588566,1,GOLD,445
8205,15570141,1,DIAMOND,798
8206,15800793,1,SILVER,333
8207,15572415,1,DIAMOND,721
8208,15635125,1,SILVER,803
8209,15636551,1,SILVER,719
8210,15600912,1,SILVER,641
8211,15768476,1,PLATINUM,975
8212,15650266,1,SILVER,412
8213,15621004,1,SILVER,642
8214,15748352,0,SILVER,547
8215,15788920,1,DIAMOND,246
8216,15743236,1,DIAMOND,274
8217,15637717,1,DIAMOND,345
8218,15635500,0,SILVER,470
8219,15634792,0,PLATINUM,693
8220,15607560,1,PLATINUM,967
8221,15727177,1,PLATINUM,513
8222,15774358,1,PLATINUM,304
8223,15791304,1,SILVER,616
8224,15603328,1,PLATINUM,279
8225,15804937,0,GOLD,726
8226,15804142,1,DIAMOND,843
8227,15608845,1,PLATINUM,271
8228,15702434,1,SILVER,451
8229,15632609,1,GOLD,981
8230,15603550,1,DIAMOND,258
8231,15755239,1,GOLD,708
8232,15670528,1,DIAMOND,314
8233,15732704,1,DIAMOND,310
8234,15589019,1,SILVER,804
8235,15677796,1,PLATINUM,286
8236,15760177,1,PLATINUM,500
8237,15636595,0,GOLD,493
8238,15737275,1,PLATINUM,946
8239,15672905,1,GOLD,610
8240,15753955,0,GOLD,938
8241,15708504,1,GOLD,352
8242,15592451,1,DIAMOND,887
8243,15790455,0,GOLD,339
8244,15572174,0,DIAMOND,346
8245,15656330,1,SILVER,871
8246,15569626,1,PLATINUM,407
8247,15608726,1,PLATINUM,943
8248,15637366,1,SILVER,943
8249,15778049,0,SILVER,341
8250,15727421,1,PLATINUM,252
8251,15688865,0,SILVER,998
8252,15751032,0,PLATINUM,649
8253,15734737,1,SILVER,730
8254,15746515,1,PLATINUM,635
8255,15664311,1,DIAMOND,711
8256,15708139,1,SILVER,319
8257,15768574,1,SILVER,953
8258,15738018,0,SILVER,557
8259,15699753,1,GOLD,513
8260,15703199,0,DIAMOND,759
8261,15627830,0,GOLD,460
8262,15570855,1,GOLD,794
8263,15772503,1,SILVER,270
8264,15584453,0,GOLD,606
8265,15710111,0,PLATINUM,324
8266,15618562,1,PLATINUM,878
8267,15706764,1,DIAMOND,901
8268,15798737,1,DIAMOND,605
8269,15712608,0,GOLD,569
8270,15636736,0,GOLD,843
8271,15703544,1,GOLD,472
8272,15815645,1,PLATINUM,517
8273,15705739,1,GOLD,767
8274,15709643,1,PLATINUM,890
8275,15669805,1,DIAMOND,425
8276,15737489,0,GOLD,452
8277,15775131,0,DIAMOND,332
8278,15765283,1,PLATINUM,576
8279,15628715,1,PLATINUM,829
8280,15813283,0,SILVER,723
8281,15745716,0,DIAMOND,840
8282,15598485,1,SILVER,488
8283,15696552,1,SILVER,463
8284,15754569,1,PLATINUM,910
8285,15701741,1,PLATINUM,851
8286,15572631,0,PLATINUM,652
8287,15636069,1,PLATINUM,557
8288,15682467,1,SILVER,787
8289,15790744,1,SILVER,783
8290,15625023,0,DIAMOND,334
8291,15731267,1,PLATINUM,300
8292,15742879,1,SILVER,502
8293,15757015,1,PLATINUM,498
8294,15770711,0,PLATINUM,599
8295,15569430,1,PLATINUM,397
8296,15617304,1,GOLD,846
8297,15704466,1,DIAMOND,427
8298,15664681,0,DIAMOND,855
8299,15605534,0,PLATINUM,672
8300,15792473,0,DIAMOND,746
8301,15802625,1,GOLD,857
8302,15766017,1,GOLD,648
8303,15762172,1,GOLD,732
8304,15728333,1,PLATINUM,400
8305,15792868,1,DIAMOND,526
8306,15605698,1,SILVER,488
8307,15777060,1,DIAMOND,577
8308,15626243,1,GOLD,422
8309,15719898,1,GOLD,554
8310,15599976,1,PLATINUM,739
8311,15752809,1,DIAMOND,488
8312,15589698,1,PLATINUM,824
8313,15609977,1,PLATINUM,678
8314,15750121,1,SILVER,600
8315,15734177,1,PLATINUM,720
8316,15781347,1,PLATINUM,467
8317,15592025,1,DIAMOND,284
8318,15670163,0,DIAMOND,818
8319,15765402,0,PLATINUM,467
8320,15624343,0,PLATINUM,485
8321,15602354,1,SILVER,422
8322,15579183,1,DIAMOND,794
8323,15584899,0,PLATINUM,882
8324,15723658,1,PLATINUM,472
8325,15803965,1,DIAMOND,668
8326,15682489,1,PLATINUM,580
8327,15813645,1,GOLD,540
8328,15766787,1,SILVER,860
8329,15687171,1,DIAMOND,790
8330,15690744,1,SILVER,469
8331,15707974,1,DIAMOND,243
8332,15673084,0,PLATINUM,746
8333,15814772,0,GOLD,720
8334,15743709,1,SILVER,823
8335,15610343,1,GOLD,931
8336,15737414,1,PLATINUM,713
8337,15788480,0,PLATINUM,629
8338,15568519,1,DIAMOND,222
8339,15792453,1,GOLD,759
8340,15658100,0,PLATINUM,875
8341,15695197,1,PLATINUM,941
8342,15749807,1,SILVER,413
8343,15773876,1,DIAMOND,508
8344,15591698,1,GOLD,285
8345,15712813,0,GOLD,857
8346,15763898,1,DIAMOND,446
8347,15793324,0,GOLD,475
8348,15757759,1,PLATINUM,255
8349,15796230,1,PLATINUM,508
8350,15611729,1,GOLD,589
8351,15709531,1,DIAMOND,820
8352,15650751,1,PLATINUM,874
8353,15641413,1,DIAMOND,318
8354,15753840,1,PLATINUM,373
8355,15669994,1,PLATINUM,876
8356,15695301,1,SILVER,947
8357,15792004,1,DIAMOND,271
8358,15603035,1,SILVER,632
8359,15717286,1,GOLD,481
8360,15577107,0,DIAMOND,974
8361,15754747,0,GOLD,976
8362,15705676,0,GOLD,469
8363,15751912,0,GOLD,914
8364,15677336,1,GOLD,954
8365,15684395,1,SILVER,584
8366,15659949,1,PLATINUM,318
8367,15812422,0,GOLD,325
8368,15806941,1,PLATINUM,514
8369,15637690,1,GOLD,995
8370,15632882,1,GOLD,511
8371,15807107,1,PLATINUM,588
8372,15661034,0,GOLD,331
8373,15811958,0,SILVER,842
8374,15785167,0,GOLD,902
8375,15646720,1,DIAMOND,791
8376,15658614,1,GOLD,289
8377,15704657,1,GOLD,809
8378,15567147,1,DIAMOND,841
8379,15701319,1,DIAMOND,662
8380,15745266,0,PLATINUM,821
8381,15650437,1,GOLD,721
8382,15764314,1,DIAMOND,980
8383,15612594,1,PLATINUM,488
8384,15593501,1,DIAMOND,921
8385,15804150,1,PLATINUM,671
8386,15649297,0,PLATINUM,868
8387,15641110,1,GOLD,315
8388,15660608,1,DIAMOND,963
8389,15806570,1,GOLD,569
8390,15715345,1,GOLD,748
8391,15755521,0,SILVER,351
8392,15579074,1,SILVER,591
8393,15641158,1,DIAMOND,979
8394,15752507,1,GOLD,310
8395,15597983,1,SILVER,648
8396,15586069,1,GOLD,469
8397,15655082,1,SILVER,948
8398,15720155,0,SILVER,846
8399,15582116,1,SILVER,313
8400,15749365,0,SILVER,236
8401,15632069,1,SILVER,476
8402,15663134,1,PLATINUM,927
8403,15766683,0,GOLD,720
8404,15707219,0,PLATINUM,302
8405,15709232,1,DIAMOND,576
8406,15801351,1,PLATINUM,648
8407,15578747,0,DIAMOND,916
8408,15675626,0,SILVER,983
8409,15583736,1,DIAMOND,746
8410,15590011,1,DIAMOND,633
8411,15609913,1,DIAMOND,761
8412,15719479,1,PLATINUM,652
8413,15575147,1,DIAMOND,551
8414,15597309,0,DIAMOND,936
8415,15648367,1,DIAMOND,366
8416,15758031,0,GOLD,840
8417,15751771,0,PLATINUM,859
8418,15689288,1,DIAMOND,437
8419,15731026,1,SILVER,829
8420,15775809,0,GOLD,425
8421,15743076,1,DIAMOND,335
8422,15658258,1,PLATINUM,488
8423,15756321,0,PLATINUM,818
8424,15706799,0,DIAMOND,582
8425,15775703,1,PLATINUM,296
8426,15642636,1,PLATINUM,301
8427,15704651,0,DIAMOND,885
8428,15806771,1,PLATINUM,620
8429,15566735,1,SILVER,800
8430,15681671,1,PLATINUM,711
8431,15775949,1,DIAMOND,802
8432,15586752,1,SILVER,694
8433,15582519,0,PLATINUM,451
8434,15658233,0,PLATINUM,829
8435,15755330,0,DIAMOND,681
8436,15605072,1,GOLD,578
8437,15617538,0,DIAMOND,886
8438,15591428,0,SILVER,867
8439,15692142,1,PLATINUM,744
8440,15692931,1,DIAMOND,997
8441,15781127,1,GOLD,852
8442,15677136,0,GOLD,965
8443,15677828,0,SILVER,239
8444,15567897,1,PLATINUM,531
8445,15793641,1,PLATINUM,524
8446,15678333,1,DIAMOND,687
8447,15630511,1,SILVER,643
8448,15792627,1,PLATINUM,927
8449,15717191,1,DIAMOND,757
8450,15625716,0,PLATINUM,705
8451,15710053,0,PLATINUM,273
8452,15580043,1,GOLD,806
8453,15601410,1,PLATINUM,846
8454,15684669,1,DIAMOND,990
8455,15619083,1,PLATINUM,808
8456,15692207,1,GOLD,645
8457,15730705,1,PLATINUM,612
8458,15749688,0,PLATINUM,725
8459,15728542,1,PLATINUM,518
8460,15760063,1,PLATINUM,487
8461,15658982,0,DIAMOND,240
8462,15758769,1,SILVER,801
8463,15778481,1,GOLD,949
8464,15661162,1,DIAMOND,948
8465,15568164,1,DIAMOND,827
8466,15601569,1,SILVER,949
8467,15772383,0,PLATINUM,336
8468,15667456,1,SILVER,557
8469,15672983,1,SILVER,957
8470,15799534,1,DIAMOND,723
8471,15582847,0,SILVER,537
8472,15612478,1,PLATINUM,242
8473,15709621,0,SILVER,241
8474,15802009,1,DIAMOND,497
8475,15698816,1,GOLD,739
8476,15574830,1,PLATINUM,681
8477,15603082,0,DIAMOND,577
8478,15685947,0,DIAMOND,569
8479,15643048,0,SILVER,877
8480,15807568,0,PLATINUM,419
8481,15597591,1,DIAMOND,405
8482,15747558,1,PLATINUM,975
8483,15756655,0,SILVER,521
8484,15589949,1,DIAMOND,398
8485,15601012,1,PLATINUM,848
8486,15724269,1,GOLD,940
8487,15567506,1,SILVER,471
8488,15791877,1,GOLD,288
8489,15794360,1,DIAMOND,255
8490,15686538,0,GOLD,303
8491,15585985,1,SILVER,512
8492,15699257,1,SILVER,288
8493,15804104,0,PLATINUM,261
8494,15727619,1,PLATINUM,314
8495,15740237,0,GOLD,895
8496,15801436,0,GOLD,255
8497,15705735,1,PLATINUM,524
8498,15649359,0,GOLD,937
8499,15624892,1,PLATINUM,313
8500,15784918,0,GOLD,563
8501,15584785,1,DIAMOND,942
8502,15797197,1,GOLD,775
8503,15574858,1,DIAMOND,605
8504,15794101,0,GOLD,640
8505,15743245,1,PLATINUM,833
8506,15791535,0,DIAMOND,282
8507,15605215,0,DIAMOND,741
8508,15771749,1,PLATINUM,693
8509,15616833,1,GOLD,1000
8510,15750728,1,PLATINUM,338
8511,15769353,0,DIAMOND,572
8512,15770091,1,DIAMOND,349
8513,15716420,1,GOLD,295
8514,15740602,0,DIAMOND,666
8515,15796071,1,SILVER,682
8516,15811389,0,GOLD,745
8517,15783875,1,DIAMOND,747
8518,15671800,1,GOLD,742
8519,15677288,0,SILVER,435
8520,15633525,0,DIAMOND,617
8521,15634606,1,PLATINUM,928
8522,15579207,1,GOLD,276
8523,15619892,1,DIAMOND,975
8524,15567778,1,SILVER,480
8525,15711750,1,DIAMOND,408
8526,15751084,1,PLATINUM,590
8527,15768945,1,DIAMOND,470
8528,15586931,1,SILVER,550
8529,15636353,0,PLATINUM,784
8530,15623858,0,PLATINUM,593
8531,15703354,1,SILVER,834
8532,15663987,1,SILVER,421
8533,15780805,1,DIAMOND,622
8534,15768566,1,DIAMOND,798
8535,15643229,1,GOLD,508
8536,15754940,0,SILVER,507
8537,15676576,1,DIAMOND,320
8538,15800068,1,SILVER,557
8539,15648030,1,PLATINUM,935
8540,15668594,1,GOLD,631
8541,15728709,0,PLATINUM,396
8542,15724181,1,DIAMOND,364
8543,15647546,0,GOLD,645
8544,15702601,0,DIAMOND,860
8545,15567725,1,DIAMOND,384
8546,15674179,0,GOLD,452
8547,15686957,1,GOLD,241
8548,15607690,0,PLATINUM,810
8549,15806546,1,PLATINUM,465
8550,15632850,1,DIAMOND,856
8551,15709016,0,GOLD,268
8552,15638068,1,SILVER,506
8553,15749345,1,GOLD,819
8554,15791321,1,SILVER,495
8555,15699095,1,SILVER,652
8556,15638329,1,GOLD,963
8557,15575445,0,DIAMOND,799
8558,15752622,0,DIAMOND,302
8559,15774507,1,DIAMOND,904
8560,15570857,1,SILVER,667
8561,15599386,1,DIAMOND,621
8562,15744913,1,GOLD,283
8563,15647292,0,DIAMOND,505
8564,15728838,1,SILVER,478
8565,15584704,1,SILVER,824
8566,15749068,1,DIAMOND,709
8567,15622985,0,GOLD,966
8568,15587676,1,DIAMOND,239
8569,15779496,0,SILVER,586
8570,15733460,1,DIAMOND,331
8571,15711457,0,GOLD,691
8572,15795290,1,PLATINUM,584
8573,15611223,1,PLATINUM,296
8574,15794159,1,DIAMOND,663
8575,15780677,1,DIAMOND,359
8576,15690175,0,DIAMOND,957
8577,15722599,0,SILVER,563
8578,15569976,1,SILVER,413
8579,15707011,1,SILVER,908
8580,15702277,0,PLATINUM,387
8581,15801915,1,PLATINUM,691
8582,15580213,1,GOLD,705
8583,15637947,0,PLATINUM,503
8584,15715888,0,PLATINUM,392
8585,15732967,1,PLATINUM,457
8586,15737047,1,SILVER,560
8587,15694039,1,GOLD,880
8588,15649457,0,PLATINUM,306
8589,15742809,1,SILVER,983
8590,15637829,0,PLATINUM,591
8591,15633194,1,SILVER,759
8592,15611635,0,GOLD,965
8593,15638774,1,GOLD,238
8594,15722037,0,GOLD,295
8595,15672930,1,GOLD,379
8596,15668774,1,GOLD,546
8597,15780966,0,DIAMOND,891
8598,15659694,1,GOLD,559
8599,15624424,1,GOLD,502
8600,15708713,1,GOLD,376
8601,15755405,1,PLATINUM,538
8602,15647570,0,GOLD,938
8603,15684348,0,DIAMOND,742
8604,15702541,1,SILVER,654
8605,15646942,0,SILVER,958
8606,15748920,1,SILVER,517
8607,15694581,1,DIAMOND,791
8608,15643215,0,DIAMOND,280
8609,15649060,1,DIAMOND,303
8610,15774258,1,PLATINUM,505
8611,15731553,1,SILVER,537
8612,15617029,1,DIAMOND,951
8613,15780716,1,PLATINUM,813
8614,15577018,0,PLATINUM,383
8615,15809515,1,GOLD,848
8616,15789924,1,GOLD,745
8617,15725076,1,GOLD,563
8618,15672481,1,DIAMOND,940
8619,15574115,1,GOLD,239
8620,15661830,1,PLATINUM,371
8621,15665879,0,GOLD,334
8622,15673820,1,PLATINUM,392
8623,15747772,1,PLATINUM,329
8624,15666197,1,SILVER,393
8625,15773639,1,DIAMOND,271
8626,15581893,0,PLATINUM,292
8627,15672447,0,SILVER,267
8628,15777830,0,GOLD,968
8629,15713890,0,DIAMOND,323
8630,15577598,1,PLATINUM,710
8631,15786042,1,GOLD,536
8632,15753462,0,DIAMOND,845
8633,15759690,1,DIAMOND,997
8634,15801414,0,PLATINUM,348
8635,15656141,0,SILVER,933
8636,15608701,1,GOLD,499
8637,15582892,1,SILVER,284
8638,15632967,1,DIAMOND,867
8639,15587573,0,GOLD,258
8640,15654891,1,SILVER,227
8641,15611365,0,DIAMOND,542
8642,15749103,0,PLATINUM,808
8643,15810203,1,PLATINUM,545
8644,15813660,0,DIAMOND,816
8645,15605673,0,DIAMOND,785
8646,15669282,0,DIAMOND,606
8647,15792726,1,DIAMOND,360
8648,15593241,1,PLATINUM,979
8649,15683053,1,GOLD,994
8650,15632736,1,PLATINUM,334
8651,15731865,1,GOLD,304
8652,15760450,1,GOLD,574
8653,15787204,0,GOLD,597
8654,15650454,1,SILVER,720
8655,15573730,1,GOLD,233
8656,15705050,1,GOLD,973
8657,15791342,1,PLATINUM,357
8658,15684316,0,PLATINUM,559
8659,15700540,0,PLATINUM,823
8660,15770631,1,PLATINUM,452
8661,15790594,0,SILVER,786
8662,15604020,0,DIAMOND,564
8663,15637599,1,DIAMOND,875
8664,15736578,1,PLATINUM,445
8665,15666332,1,GOLD,712
8666,15727291,1,SILVER,935
8667,15785920,1,SILVER,299
8668,15658987,1,GOLD,689
8669,15687719,0,DIAMOND,527
8670,15799641,1,DIAMOND,868
8671,15758702,1,GOLD,761
8672,15689526,1,SILVER,732
8673,15586848,1,SILVER,884
8674,15707637,1,PLATINUM,944
8675,15719426,1,PLATINUM,572
8676,15639265,1,GOLD,699
8677,15576124,1,GOLD,734
8678,15757829,1,GOLD,988
8679,15633227,0,SILVER,275
8680,15753092,1,DIAMOND,249
8681,15782939,1,SILVER,387
8682,15746338,1,SILVER,520
8683,15590676,1,GOLD,602
8684,15599329,0,GOLD,503
8685,15783097,1,SILVER,822
8686,15597885,1,PLATINUM,807
8687,15597467,1,GOLD,814
8688,15724764,0,DIAMOND,577
8689,15778418,1,PLATINUM,659
8690,15684769,0,GOLD,521
8691,15756167,1,DIAMOND,672
8692,15632439,0,SILVER,639
8693,15755138,1,SILVER,341
8694,15659092,1,DIAMOND,344
8695,15742116,0,SILVER,489
8696,15801994,1,SILVER,246
8697,15647572,1,PLATINUM,475
8698,15644551,1,PLATINUM,403
8699,15709135,0,GOLD,368
8700,15684469,1,SILVER,697
8701,15627637,1,DIAMOND,706
8702,15667093,1,GOLD,307
8703,15690589,0,DIAMOND,369
8704,15595350,1,GOLD,796
8705,15777586,1,GOLD,985
8706,15804064,1,DIAMOND,974
8707,15717770,0,SILVER,987
8708,15754443,1,PLATINUM,476
8709,15776939,1,PLATINUM,434
8710,15713517,1,SILVER,540
8711,15683522,1,DIAMOND,767
8712,15673995,1,PLATINUM,933
8713,15771054,1,SILVER,698
8714,15578788,0,PLATINUM,326
8715,15737408,1,SILVER,500
8716,15750837,0,PLATINUM,602
8717,15576022,0,PLATINUM,441
8718,15635502,1,PLATINUM,351
8719,15627298,1,SILVER,806
8720,15811415,1,PLATINUM,335
8721,15645059,0,GOLD,459
8722,15689671,1,DIAMOND,923
8723,15718667,1,DIAMOND,270
8724,15803202,1,GOLD,383
8725,15593683,1,PLATINUM,443
8726,15703394,1,SILVER,612
8727,15570289,1,GOLD,593
8728,15567437,1,PLATINUM,645
